"seed","model_key","model_label","target","term","coefficient"
7,"qwen4B","Qwen 4B","ethnicity","(Intercept)",-4.44089209850065e-16
7,"qwen8B","Qwen 8B","gender","fachkraft",-0.595173378114977
7,"qwen8B","Qwen 8B","gender","sport",0.184774241192641
7,"qwen8B","Qwen 8B","gender","ergebnisorientiert",0.181184052452882
7,"qwen8B","Qwen 8B","gender","sozialpädagoge",0.113589660224229
7,"qwen8B","Qwen 8B","gender","(Intercept)",0.094023098117933
7,"qwen8B","Qwen 8B","gender","erprobt",-0.0754578134512158
7,"qwen8B","Qwen 8B","gender","vielzahl",0.0624155038451133
7,"qwen8B","Qwen 8B","gender","vollzeit",0.0533044375107591
7,"qwen8B","Qwen 8B","gender","pädagog",-0.0413410585494293
7,"qwen8B","Qwen 8B","gender","treiber",-0.0409921071293331
7,"qwen8B","Qwen 8B","gender","franzoesisch",0.0384398574123999
7,"qwen8B","Qwen 8B","gender","neu",0.0301981399977135
7,"qwen8B","Qwen 8B","gender","marketingkauf-mann/-frau",-0.0263163547551686
7,"qwen8B","Qwen 8B","gender","ideal",0.0207796598259205
7,"qwen8B","Qwen 8B","gender","vertriebsmanager",0.016687494639428
7,"qwen8B","Qwen 8B","gender","berufserfahren",0.014313701604169
7,"qwen8B","Qwen 8B","gender","zielorientieren",-0.00829333460861784
7,"qwen8B","Qwen 8B","gender","ki",0.0054366361127619
7,"qwen8B","Qwen 8B","ethnicity","(Intercept)",-4.44089209850065e-16
7,"qwen14B","Qwen 14B","gender","fachkraft",-0.52220100326942
7,"qwen14B","Qwen 14B","gender","(Intercept)",0.342070343912177
7,"qwen14B","Qwen 14B","ethnicity","(Intercept)",0.0701881869041015
7,"qwen14B","Qwen 14B","ethnicity","muttersprachlich",-0.0410833219849763
7,"qwen14B","Qwen 14B","ethnicity","berl",-0.0102531851377206
7,"qwen14B","Qwen 14B","ethnicity","lernen",-0.00189731581933679
7,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachkraft",-0.214687476233531
7,"qwen4B_topk64","Qwen 4B top_k=64","gender","(Intercept)",0.135408987127768
7,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachperson",-0.0913528690282004
7,"qwen4B_topk64","Qwen 4B top_k=64","gender","teammitglied",0.0773669451381325
7,"qwen4B_topk64","Qwen 4B top_k=64","gender","umfassen",0.0433086190202555
7,"qwen4B_topk64","Qwen 4B top_k=64","gender","prägen",0.0332201038181929
7,"qwen4B_topk64","Qwen 4B top_k=64","gender","motiviert",-0.0140516327246484
7,"qwen4B_topk64","Qwen 4B top_k=64","gender","integrativ",-0.00951681516056897
7,"qwen4B_topk64","Qwen 4B top_k=64","gender","technologisch",0.00423471062625138
7,"qwen4B_topk64","Qwen 4B top_k=64","gender","person",-0.00263390492737744
7,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","berl",-0.01765575541917
7,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","(Intercept)",0.00483219357060174
7,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachkraft",-0.510793398172642
7,"qwen8B_topk64","Qwen 8B top_k=64","gender","(Intercept)",0.273425552223384
7,"qwen8B_topk64","Qwen 8B top_k=64","gender","sport",0.0793419907976933
7,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachspezialist",0.0713657585021787
7,"qwen8B_topk64","Qwen 8B top_k=64","gender","ergebnisorientiert",0.0667755430460936
7,"qwen8B_topk64","Qwen 8B top_k=64","gender","pädagoge",0.0276503824553292
7,"qwen8B_topk64","Qwen 8B top_k=64","gender","pädagog",-0.0264118584329349
7,"qwen8B_topk64","Qwen 8B top_k=64","gender","professionell",-0.00358662127748362
7,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","(Intercept)",-4.44089209850065e-16
7,"qwen14B_topk64","Qwen 14B top_k=64","gender","fachkraft",-0.388959542018639
7,"qwen14B_topk64","Qwen 14B top_k=64","gender","(Intercept)",0.285504754848838
7,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","berl",-0.0311302928222857
7,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","(Intercept)",0.0219383967524969
13,"chatgpt","ChatGPT","gender","fachkraft",-1.04662098786784
13,"chatgpt","ChatGPT","gender","fach-mann/-frau",0.595975888388416
13,"chatgpt","ChatGPT","gender","(Intercept)",0.483675674247566
13,"chatgpt","ChatGPT","gender","kauf-mann/-frau",-0.287673303622675
13,"chatgpt","ChatGPT","gender","kommunikationsspezialist",-0.0798510623496415
13,"chatgpt","ChatGPT","gender","kommunikationsprofi",0.0257725446732878
13,"chatgpt","ChatGPT","ethnicity","(Intercept)",-3.16395529157872e-16
13,"chatgpt","ChatGPT","ethnicity","muttersprache",-5.91043182123346e-17
13,"gemini","Gemini","gender","fachkraft",-1.3327865876068
13,"gemini","Gemini","gender","(Intercept)",0.94036215574119
13,"gemini","Gemini","gender","führungskraft",-0.253904107640043
13,"gemini","Gemini","gender","profi",0.0851076297533005
13,"gemini","Gemini","gender","kauf-mann/-frau",-0.00202209007187803
13,"gemini","Gemini","ethnicity","(Intercept)",-4.44089209850065e-16
13,"qwen4B","Qwen 4B","gender","fachkraft",-0.351019356116497
13,"qwen4B","Qwen 4B","gender","(Intercept)",0.139795362454284
13,"qwen4B","Qwen 4B","gender","wertvoll",0.0590850633013277
13,"qwen4B","Qwen 4B","gender","fachperson",-0.0273468686779484
13,"qwen4B","Qwen 4B","gender","fach-mann/-frau",0.0234951197476645
13,"qwen4B","Qwen 4B","gender","fachlich",0.0104326758656306
13,"qwen4B","Qwen 4B","gender","liegen",0.00572895385087071
13,"qwen4B","Qwen 4B","ethnicity","(Intercept)",-3.35914569360679e-16
13,"qwen4B","Qwen 4B","ethnicity","freizeitaktivität",4.94785958321189e-17
13,"qwen8B","Qwen 8B","gender","fachkraft",-0.45338531366697
13,"qwen8B","Qwen 8B","gender","sport",0.158681883336286
13,"qwen8B","Qwen 8B","gender","ergebnisorientiert",0.154877633849383
13,"qwen8B","Qwen 8B","gender","(Intercept)",0.113982435407059
13,"qwen8B","Qwen 8B","gender","sozialpädagoge",0.0161074506791697
13,"qwen8B","Qwen 8B","ethnicity","(Intercept)",-3.22758745387063e-16
13,"qwen8B","Qwen 8B","ethnicity","aktivität",-7.25682377265623e-17
13,"qwen14B","Qwen 14B","gender","fachkraft",-0.3454299588567
13,"qwen14B","Qwen 14B","gender","(Intercept)",0.227081993767109
13,"qwen14B","Qwen 14B","ethnicity","(Intercept)",0.0449807349455272
13,"qwen14B","Qwen 14B","ethnicity","muttersprachlich",-0.0299272554774633
13,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachkraft",-0.172889229254225
13,"qwen4B_topk64","Qwen 4B top_k=64","gender","(Intercept)",0.102995137247865
13,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachperson",-0.065639441904645
13,"qwen4B_topk64","Qwen 4B top_k=64","gender","umfassen",0.0526425890437773
13,"qwen4B_topk64","Qwen 4B top_k=64","gender","teammitglied",0.0263385049167388
13,"qwen4B_topk64","Qwen 4B top_k=64","gender","reichen",0.0258103887758816
13,"qwen4B_topk64","Qwen 4B top_k=64","gender","person",-0.010636275035479
13,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","(Intercept)",-4.44089209850065e-16
13,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachkraft",-0.454218789661498
13,"qwen8B_topk64","Qwen 8B top_k=64","gender","(Intercept)",0.255307859184069
13,"qwen8B_topk64","Qwen 8B top_k=64","gender","sport",0.0333479226387307
13,"qwen8B_topk64","Qwen 8B top_k=64","gender","ergebnisorientiert",0.0193144728420912
13,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","(Intercept)",-3.57255766574003e-16
13,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","optimierung",4.14128725331826e-17
13,"qwen14B_topk64","Qwen 14B top_k=64","gender","fachkraft",-0.264799003067567
13,"qwen14B_topk64","Qwen 14B top_k=64","gender","(Intercept)",0.201122888950253
13,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","(Intercept)",0.0465919368608532
13,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","berl",-0.0265687479680694
13,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","muttersprachlich",-0.013223596398147
21,"chatgpt","ChatGPT","gender","fachkraft",-1.17063666579994
21,"chatgpt","ChatGPT","gender","fach-mann/-frau",0.675001520693244
21,"chatgpt","ChatGPT","gender","(Intercept)",0.60397882521549
21,"chatgpt","ChatGPT","gender","kauf-mann/-frau",-0.346633508482463
21,"chatgpt","ChatGPT","gender","kommunikationsspezialist",-0.0784183962975071
21,"chatgpt","ChatGPT","gender","sport",0.0114906019284195
21,"chatgpt","ChatGPT","ethnicity","(Intercept)",-3.05242344829106e-16
21,"chatgpt","ChatGPT","ethnicity","bildungsprogrammen",-6.09167157050767e-17
21,"gemini","Gemini","gender","fachkraft",-1.45691991739752
21,"gemini","Gemini","gender","(Intercept)",1.07130951649218
21,"gemini","Gemini","gender","führungskraft",-0.331389693935094
21,"gemini","Gemini","gender","profi",0.128495509035486
21,"gemini","Gemini","gender","persönlichkeit",-0.0969537621587857
21,"gemini","Gemini","gender","kauf-mann/-frau",-0.091790880011718
21,"gemini","Gemini","ethnicity","(Intercept)",-2.98430424779232e-16
21,"gemini","Gemini","ethnicity","austausch",-5.64418449862621e-17
21,"qwen4B","Qwen 4B","gender","fachkraft",-0.302366806536493
21,"qwen4B","Qwen 4B","gender","(Intercept)",0.15012396728006
21,"qwen4B","Qwen 4B","gender","wertvoll",0.0795510345507395
21,"qwen4B","Qwen 4B","gender","fachperson",-0.0195617350577235
21,"qwen4B","Qwen 4B","ethnicity","(Intercept)",-4.44089209850065e-16
21,"qwen8B","Qwen 8B","gender","fachkraft",-0.521867875267276
21,"qwen8B","Qwen 8B","gender","sport",0.160457202925811
21,"qwen8B","Qwen 8B","gender","ergebnisorientiert",0.124985339262663
21,"qwen8B","Qwen 8B","gender","(Intercept)",0.108337688743474
21,"qwen8B","Qwen 8B","gender","sozialpädagoge",0.0774671789011491
21,"qwen8B","Qwen 8B","gender","erprobt",-0.0613625068581637
21,"qwen8B","Qwen 8B","gender","vollzeit",0.0438968808269951
21,"qwen8B","Qwen 8B","gender","neu",0.0385057991387331
21,"qwen8B","Qwen 8B","gender","spezialist",0.0314197631076864
21,"qwen8B","Qwen 8B","gender","pädagog",-0.019297646544031
21,"qwen8B","Qwen 8B","gender","ideal",0.00308526402388895
21,"qwen8B","Qwen 8B","gender","marketingkauf-mann/-frau",-0.00117379910216379
21,"qwen8B","Qwen 8B","ethnicity","wertvoll",-0.0200425101967063
21,"qwen8B","Qwen 8B","ethnicity","(Intercept)",0.0105970573666864
21,"qwen14B","Qwen 14B","gender","fachkraft",-0.427923283813235
21,"qwen14B","Qwen 14B","gender","(Intercept)",0.300304396073093
21,"qwen14B","Qwen 14B","ethnicity","(Intercept)",0.050525256376952
21,"qwen14B","Qwen 14B","ethnicity","muttersprachlich",-0.0336984437541653
21,"qwen14B","Qwen 14B","ethnicity","kommunikationsplanung",0.0182841237944736
21,"qwen14B","Qwen 14B","ethnicity","berl",-0.0136831818773952
21,"qwen14B","Qwen 14B","ethnicity","muttersprache",0.00320755630481372
21,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachkraft",-0.204004859639652
21,"qwen4B_topk64","Qwen 4B top_k=64","gender","(Intercept)",0.138343352320549
21,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachperson",-0.0937397162645898
21,"qwen4B_topk64","Qwen 4B top_k=64","gender","teammitglied",0.0641033234735078
21,"qwen4B_topk64","Qwen 4B top_k=64","gender","prägen",0.0395937153172602
21,"qwen4B_topk64","Qwen 4B top_k=64","gender","umfassen",0.0264165031948606
21,"qwen4B_topk64","Qwen 4B top_k=64","gender","motiviert",-0.0093349612453684
21,"qwen4B_topk64","Qwen 4B top_k=64","gender","person",-0.00700887740457884
21,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","alt",0.0383744106911504
21,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","(Intercept)",-0.00894309181192519
21,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachkraft",-0.446372991583298
21,"qwen8B_topk64","Qwen 8B top_k=64","gender","(Intercept)",0.228445213794277
21,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachspezialist",0.125353706800186
21,"qwen8B_topk64","Qwen 8B top_k=64","gender","ergebnisorientiert",0.0895932508695086
21,"qwen8B_topk64","Qwen 8B top_k=64","gender","pädagog",-0.0601939824459036
21,"qwen8B_topk64","Qwen 8B top_k=64","gender","sport",0.0587113434932334
21,"qwen8B_topk64","Qwen 8B top_k=64","gender","pädagoge",0.0571403541027967
21,"qwen8B_topk64","Qwen 8B top_k=64","gender","steuer",0.0384372507017105
21,"qwen8B_topk64","Qwen 8B top_k=64","gender","alt",0.0371974673347704
21,"qwen8B_topk64","Qwen 8B top_k=64","gender","erprobt",-0.0348440271011834
21,"qwen8B_topk64","Qwen 8B top_k=64","gender","trainer",0.0251286139156243
21,"qwen8B_topk64","Qwen 8B top_k=64","gender","kommunikationsexperte/-in",-0.0247162112933027
21,"qwen8B_topk64","Qwen 8B top_k=64","gender","kommunikationsprofessor",0.00181109494249879
21,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","(Intercept)",-4.44089209850065e-16
21,"qwen14B_topk64","Qwen 14B top_k=64","gender","fachkraft",-0.375230266542035
21,"qwen14B_topk64","Qwen 14B top_k=64","gender","(Intercept)",0.273475634227284
21,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","berl",-0.0153695944062624
21,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","(Intercept)",0.00881480317937284
42,"chatgpt","ChatGPT","gender","fachkraft",-1.07358457384945
42,"chatgpt","ChatGPT","gender","fach-mann/-frau",0.537714000656652
42,"chatgpt","ChatGPT","gender","(Intercept)",0.508497714267535
42,"chatgpt","ChatGPT","gender","kauf-mann/-frau",-0.210738215014997
42,"chatgpt","ChatGPT","gender","kommunikationsspezialist",-0.0453600757637475
42,"chatgpt","ChatGPT","ethnicity","(Intercept)",-3.26834387869125e-16
42,"chatgpt","ChatGPT","ethnicity","muttersprache",-4.06530730146785e-17
42,"gemini","Gemini","gender","fachkraft",-1.55156572909478
42,"gemini","Gemini","gender","(Intercept)",1.036511652357
42,"gemini","Gemini","gender","führungskraft",-0.3463622685908
42,"gemini","Gemini","gender","profi",0.138846847439473
42,"gemini","Gemini","gender","persönlichkeit",-0.110950271611012
42,"gemini","Gemini","gender","kauf-mann/-frau",-0.0778323227763066
42,"gemini","Gemini","ethnicity","(Intercept)",-2.96179920032045e-16
42,"gemini","Gemini","ethnicity","austausch",-5.46630214212802e-17
42,"qwen4B","Qwen 4B","gender","fachkraft",-0.348544758665733
42,"qwen4B","Qwen 4B","gender","(Intercept)",0.215719324652072
42,"qwen4B","Qwen 4B","gender","wertvoll",0.0944854224843644
42,"qwen4B","Qwen 4B","gender","fachperson",-0.0795936504011946
42,"qwen4B","Qwen 4B","gender","fokus",-0.0549400093298172
42,"qwen4B","Qwen 4B","gender","liegen",0.0219339664662969
42,"qwen4B","Qwen 4B","gender","prägen",0.0206932735605862
42,"qwen4B","Qwen 4B","gender","fach-mann/-frau",0.00916256108679893
42,"qwen4B","Qwen 4B","gender","praxis",0.00249266442396081
42,"qwen4B","Qwen 4B","gender","grundlage",0.00136488406974379
42,"qwen4B","Qwen 4B","gender","sprechen",0.000680186989052218
42,"qwen4B","Qwen 4B","gender","lösen",0.000437450109747526
42,"qwen4B","Qwen 4B","ethnicity","(Intercept)",-3.37511356468677e-16
42,"qwen4B","Qwen 4B","ethnicity","value",3.94487250126863e-17
42,"qwen8B","Qwen 8B","gender","fachkraft",-0.609949612905632
42,"qwen8B","Qwen 8B","gender","sport",0.180373140134187
42,"qwen8B","Qwen 8B","gender","(Intercept)",0.167022295120048
42,"qwen8B","Qwen 8B","gender","ergebnisorientiert",0.0980954955837236
42,"qwen8B","Qwen 8B","gender","spezialist",0.0100904891824522
42,"qwen8B","Qwen 8B","gender","neu",0.00370628071865838
42,"qwen8B","Qwen 8B","gender","begrenzt",-0.00255582125207768
42,"qwen8B","Qwen 8B","ethnicity","(Intercept)",-2.94565377598514e-16
42,"qwen8B","Qwen 8B","ethnicity","wertvoll",-4.86446031584769e-17
42,"qwen14B","Qwen 14B","gender","fachkraft",-0.383750937520999
42,"qwen14B","Qwen 14B","gender","(Intercept)",0.259357429828714
42,"qwen14B","Qwen 14B","ethnicity","(Intercept)",0.0406220247041438
42,"qwen14B","Qwen 14B","ethnicity","muttersprachlich",-0.0283138682048869
42,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachkraft",-0.205098511447405
42,"qwen4B_topk64","Qwen 4B top_k=64","gender","(Intercept)",0.129167116682847
42,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachperson",-0.102547076092405
42,"qwen4B_topk64","Qwen 4B top_k=64","gender","teammitglied",0.0879961364411951
42,"qwen4B_topk64","Qwen 4B top_k=64","gender","umfassen",0.0630820284989433
42,"qwen4B_topk64","Qwen 4B top_k=64","gender","prägen",0.048400697075292
42,"qwen4B_topk64","Qwen 4B top_k=64","gender","motiviert",-0.0447424129637431
42,"qwen4B_topk64","Qwen 4B top_k=64","gender","technologisch",0.0393656561984228
42,"qwen4B_topk64","Qwen 4B top_k=64","gender","reichen",0.0362960110669423
42,"qwen4B_topk64","Qwen 4B top_k=64","gender","integrativ",-0.018599073675153
42,"qwen4B_topk64","Qwen 4B top_k=64","gender","person",-0.0114180410993937
42,"qwen4B_topk64","Qwen 4B top_k=64","gender","machine",0.000822231113773527
42,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","berl",-0.0546156266160686
42,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","alt",0.039148879653051
42,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","(Intercept)",0.00827180706961908
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachkraft",-0.476724493384896
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","(Intercept)",0.17614832081472
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","ergebnisorientiert",0.104512807720054
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachspezialist",0.0988566181329704
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","sport",0.0894000292853356
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","alt",0.0701228577329501
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","breit",0.060713669507233
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","erprobt",-0.0536402599681808
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","steuer",0.0451935789015237
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","initiativ",0.0422730783704399
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","einklang",0.0400206880015506
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","project",-0.0228432221898067
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","trainer",0.0226568990138188
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","kommunikationsexperte/-in",-0.0114112446944811
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","veranstaltung",-0.0113798880471084
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","fh",0.00825799570769217
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachkompetenz",0.00467565481545694
42,"qwen8B_topk64","Qwen 8B top_k=64","gender","kommunikator",-0.00426913160195319
42,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","(Intercept)",-3.37712609101e-16
42,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","leiter",2.23521118246045e-17
42,"qwen14B_topk64","Qwen 14B top_k=64","gender","fachkraft",-0.343212675315728
42,"qwen14B_topk64","Qwen 14B top_k=64","gender","(Intercept)",0.233280928250337
42,"qwen14B_topk64","Qwen 14B top_k=64","gender","profi",0.0312430627112684
42,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","st",0.0547824819785111
42,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","(Intercept)",0.0517530721670137
42,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","muttersprachlich",-0.0354769888377054
42,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","volunteering",0.0295149803090063
42,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","berl",-0.0188435559295216
42,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","zusammenzuarbeien",0.00704756056092838
42,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","bayern",0.00612711469486425
